Iteration	Y	var_1	var_2	var_3	var_4	var_5	var_6	var_7	var_8	var_9	var_10
1.0	99999999.99999978	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2.0	66023721.627046734	0.13446389067045872	0.5674337623183271	0.29285640273384195	0.39433623951382735	0.340898867920149	0.6675769687905481	0.4890346078125942	0.7116753851867454	0.7334254559558929	0.2526445091092857
